Date,Price
2018-09-23, 1990.0
2018-09-22, 1990.0
2018-09-21, 1990.0
2018-09-20, 1990.0
2018-09-19, 1990.0
2018-09-18, 1990.0
2018-09-17, 1990.0
2018-09-16, 1990.0
2018-09-15, 1990.0
2018-09-14, 1990.0
2018-09-13, 1990.0
2018-09-12, 1990.0
2018-09-11, 1990.0
2018-09-10, 1990.0
2018-09-09, 2019.0
2018-09-08, 2490.0
2018-09-07, 2010.0
2018-09-06, 3601.0
2018-09-05, 2009.0
2018-09-04, 3226.0
2018-09-03, 2009.0
2018-09-02, 2009.0
2018-09-01, 3226.0
2018-10-31, 3009.0
2018-10-30, 3009.0
2018-10-29, 2990.0
2018-10-28, 2990.0
2018-10-27, 1990.0
2018-10-26, 1990.0
2018-10-25, 1990.0
2018-10-24, 1962.0
2018-10-23, 1990.0
2018-10-22, 1990.0
2018-10-21, 1990.0
2018-10-20, 1990.0
2018-10-19, 1990.0
2018-10-18, 1990.0
2018-10-17, 1990.0
2018-10-16, 1990.0
2018-10-15, 1990.0
2018-10-14, 1990.0
2018-10-13, 1990.0
2018-10-12, 1990.0
2018-10-11, 1990.0
2018-10-10, 1990.0
2018-10-09, 1990.0
2018-10-08, 1990.0
2018-10-07, 1990.0
2018-10-06, 1990.0
2018-10-05, 1990.0
2018-10-04, 1990.0
2018-10-03, 1990.0
2018-10-02, 1990.0
2018-10-01, 1990.0
2018-11-30, 2511.0
2018-11-29, 2511.0
2018-11-28, 2511.0
2018-11-27, 2511.0
2018-11-26, 2511.0
2018-11-25, 2511.0
2018-11-24, 2511.0
2018-11-23, 2511.0
2018-11-22, 2511.0
2018-11-21, 2511.0
2018-11-20, 2511.0
2018-11-19, 2511.0
2018-11-18, 2511.0
2018-11-17, 2511.0
2018-11-16, 2511.0
2018-11-15, 2511.0
2018-11-14, 2511.0
2018-11-13, 2511.0
2018-11-12, 2511.0
2018-11-11, 2511.0
2018-11-10, 2511.0
2018-11-09, 2511.0
2018-11-08, 2511.0
2018-11-07, 2511.0
2018-11-06, 2511.0
2018-11-05, 2511.0
2018-11-04, 2511.0
2018-11-03, 2511.0
2018-11-02, 2511.0
2018-11-01, 2511.0
2018-12-31, 3009.0
2018-12-30, 3009.0
2018-12-29, 3009.0
2018-12-28, 3009.0
2018-12-27, 2849.0
2018-12-26, 3009.0
2018-12-25, 3009.0
2018-12-24, 3009.0
2018-12-23, 3009.0
2018-12-22, 3009.0
2018-12-21, 3009.0
2018-12-20, 3009.0
2018-12-19, 2511.0
2018-12-18, 2511.0
2018-12-17, 2511.0
2018-12-16, 2511.0
2018-12-15, 2511.0
2018-12-14, 2511.0
2018-12-13, 2511.0
2018-12-12, 2511.0
2018-12-11, 2511.0
2018-12-10, 2511.0
2018-12-09, 2511.0
2018-12-08, 2319.0
2018-12-07, 2511.0
2018-12-06, 2511.0
2018-12-05, 2511.0
2018-12-04, 2511.0
2018-12-03, 2511.0
2018-12-02, 2511.0
2018-12-01, 2319.0
2019-01-31, 2511.0
2019-01-30, 2511.0
2019-01-29, 2511.0
2019-01-28, 2511.0
2019-01-27, 2511.0
2019-01-26, 2319.0
2019-01-25, 2511.0
2019-01-24, 2511.0
2019-01-23, 2511.0
2019-01-22, 2511.0
2019-01-21, 2511.0
2019-01-20, 2511.0
2019-01-19, 2511.0
2019-01-18, 2511.0
2019-01-17, 2511.0
2019-01-16, 2511.0
2019-01-15, 2511.0
2019-01-14, 2511.0
2019-01-13, 2511.0
2019-01-12, 2511.0
2019-01-11, 2511.0
2019-01-10, 3009.0
2019-01-09, 3009.0
2019-01-08, 3009.0
2019-01-07, 3009.0
2019-01-06, 3009.0
2019-01-05, 3009.0
2019-01-04, 3009.0
2019-01-03, 3009.0
2019-01-02, 3009.0
2019-01-01, 3009.0
2019-02-28, 2511.0
2019-02-27, 2511.0
2019-02-26, 2511.0
2019-02-25, 2319.0
2019-02-24, 2511.0
2019-02-23, 2511.0
2019-02-22, 2511.0
2019-02-21, 2511.0
2019-02-20, 2511.0
2019-02-19, 2511.0
2019-02-18, 2511.0
2019-02-17, 2511.0
2019-02-16, 2511.0
2019-02-15, 2511.0
2019-02-14, 2511.0
2019-02-13, 2511.0
2019-02-12, 2511.0
2019-02-11, 2511.0
2019-02-10, 2511.0
2019-02-09, 2511.0
2019-02-08, 2511.0
2019-02-07, 2511.0
2019-02-06, 2511.0
2019-02-05, 2511.0
2019-02-04, 2511.0
2019-02-03, 2511.0
2019-02-02, 2511.0
2019-02-01, 2511.0
2019-03-31, 3749.0
2019-03-30, 2511.0
2019-03-29, 2511.0
2019-03-28, 2511.0
2019-03-27, 2511.0
2019-03-26, 2511.0
2019-03-25, 2511.0
2019-03-24, 2511.0
2019-03-23, 2334.0
2019-03-22, 2511.0
2019-03-21, 2511.0
2019-03-20, 2511.0
2019-03-19, 2511.0
2019-03-18, 2511.0
2019-03-17, 2511.0
2019-03-16, 2511.0
2019-03-15, 2511.0
2019-03-14, 2511.0
2019-03-13, 2511.0
2019-03-12, 2511.0
2019-03-11, 2511.0
2019-03-10, 2334.0
2019-03-09, 2511.0
2019-03-08, 2511.0
2019-03-07, 2511.0
2019-03-06, 2511.0
2019-03-05, 2511.0
2019-03-04, 2511.0
2019-03-03, 2511.0
2019-03-02, 2511.0
2019-03-01, 2511.0
2019-04-27, 12815.0
2019-04-26, 9725.0
2019-04-25, 14277.0
2019-04-24, 18125.0
2019-04-23, 10496.0
2019-04-22, 18125.0
2019-04-21, 18125.0
2019-04-20, 12815.0
2019-04-19, 14140.0
2019-04-18, 18125.0
2019-04-17, 18125.0
2019-04-16, 18125.0
2019-04-15, 18125.0
2019-04-14, 18125.0
2019-04-13, 12815.0
2019-04-12, 14140.0
2019-04-11, 18125.0
2019-04-10, 10496.0
2019-04-09, 18125.0
2019-04-08, 18125.0
2019-04-07, 18125.0
2019-04-06, 12815.0
2019-04-05, 14140.0
2019-04-04, 18125.0
2019-04-03, 18125.0
