"Data","Price"
29.9.16,492.43
30.9.16,892.80
1.10.16,1388.92
2.10.16,206.03
3.10.16,328.92
4.10.16,329.22
5.10.16,370.92
6.10.16,492.43
7.10.16,552.43
8.10.16,575.03
9.10.16,679.03
10.10.16,892.80
11.10.16,1311.41
12.10.16,1345.41
13.10.16,1388.92
14.10.16,110.22
15.10.16,111.33
16.10.16,148.92
17.10.16,151.03
18.10.16,153.51
19.10.16,176.51
20.10.16,379.03
21.10.16,492.43
22.10.16,892.80
23.10.16,1311.92
24.10.16,1345.41
25.10.16,148.92
26.10.16,347.03
27.10.16,348.35
28.10.16,492.43
29.10.16,892.80
30.10.16,1311.92
31.10.16,1345.41
1.11.16,1893.72
2.11.16,80.03
3.11.16,93.92
4.11.16,109.92
5.11.16,110.22
6.11.16,148.92
7.11.16,149.22
8.11.16,149.22
9.11.16,149.22
10.11.16,171.92
11.11.16,347.03
12.11.16,492.43
13.11.16,892.80
14.11.16,111.33
15.11.16,133.51
16.11.16,148.92
17.11.16,153.51
18.11.16,176.51
19.11.16,491.31
20.11.16,492.43
21.11.16,552.43
22.11.16,575.03
23.11.16,892.80
24.11.16,1311.92
25.11.16,1345.41
26.11.16,1701.64
27.11.16,102.03
28.11.16,110.22
29.11.16,111.33
30.11.16,148.92
1.12.16,347.03
2.12.16,492.43
3.12.16,575.03
4.12.16,892.80
5.12.16,1311.92
6.12.16,102.03
7.12.16,129.22
8.12.16,148.92
9.12.16,379.03
10.12.16,492.43
11.12.16,575.03
12.12.16,892.80
13.12.16,1311.92
14.12.16,1345.41
15.12.16,80.03
16.12.16,110.22
17.12.16,111.33
18.12.16,131.33
19.12.16,148.92
20.12.16,153.51
21.12.16,176.51
22.12.16,379.03
23.12.16,492.43
24.12.16,892.80
25.12.16,1311.92
26.12.16,1345.41
27.12.16,128.92
28.12.16,148.92
29.12.16,347.03
30.12.16,892.80
31.12.16,1311.92
1.1.17,1345.41
2.1.17,1893.72
3.1.17,80.03
4.1.17,93.92
5.1.17,110.22
6.1.17,129.22
7.1.17,148.92
8.1.17,196.92
9.1.17,347.03
10.1.17,492.43
11.1.17,892.80
12.1.17,1311.92
13.1.17,1345.41
14.1.17,111.33
15.1.17,133.51
16.1.17,148.92
17.1.17,201.51
18.1.17,347.03
19.1.17,631.31
20.1.17,732.43
21.1.17,1345.41
22.1.17,1701.64
23.1.17,110.22
24.1.17,111.33
25.1.17,126.03
26.1.17,148.92
27.1.17,347.03
28.1.17,892.80
29.1.17,1311.92
30.1.17,102.03
31.1.17,129.22
1.2.17,148.92
2.2.17,492.43
3.2.17,575.03
4.2.17,892.80
5.2.17,1311.92
6.2.17,1345.41
7.2.17,80.03
8.2.17,109.92
9.2.17,110.22
10.2.17,111.33
11.2.17,148.92
12.2.17,171.92
13.2.17,179.33
14.2.17,196.92
15.2.17,201.51
16.2.17,491.31
17.2.17,892.80
18.2.17,1311.92
19.2.17,1345.41
20.2.17,148.92
21.2.17,196.92
22.2.17,347.03
23.2.17,492.43
24.2.17,892.80
25.2.17,1311.92
26.2.17,1345.41
27.2.17,1893.72
28.2.17,80.03
1.3.17,347.03
2.3.17,552.43
3.3.17,631.31
4.3.17,892.80
5.3.17,1311.92
6.3.17,1345.41
7.3.17,111.33
8.3.17,133.51
9.3.17,148.92
10.3.17,201.51
11.3.17,347.03
12.3.17,491.31
13.3.17,732.43
14.3.17,892.80
15.3.17,1311.92
16.3.17,1345.41
17.3.17,1388.92
18.3.17,1701.64
19.3.17,102.03
20.3.17,179.33
21.3.17,347.03
22.3.17,732.43
23.3.17,892.80
24.3.17,1311.92
25.3.17,102.03
26.3.17,347.03
27.3.17,393.92
28.3.17,491.31
29.3.17,492.43
30.3.17,892.80
31.3.17,1311.92
1.4.17,1345.41
2.4.17,80.03
3.4.17,111.33
4.4.17,131.33
5.4.17,201.51
6.4.17,379.03
7.4.17,491.31
8.4.17,492.43
9.4.17,892.80
10.4.17,1311.92
11.4.17,1345.41
12.4.17,1731.98
13.4.17,347.03
14.4.17,393.92
15.4.17,492.43
16.4.17,892.80
17.4.17,1311.92
18.4.17,1345.41
19.4.17,1893.72
20.4.17,80.03
21.4.17,347.03
22.4.17,491.31
23.4.17,492.43
24.4.17,892.80
25.4.17,1311.92
26.4.17,1345.41
27.4.17,126.03
28.4.17,347.03
29.4.17,492.43
30.4.17,892.80
1.5.17,1311.92
2.5.17,1345.41
3.5.17,111.33
4.5.17,126.03
5.5.17,347.03
6.5.17,492.43
7.5.17,575.03
8.5.17,892.80
9.5.17,1311.92
10.5.17,151.03
11.5.17,379.03
12.5.17,393.92
13.5.17,417.92
14.5.17,491.31
15.5.17,492.43
16.5.17,892.80
17.5.17,1311.92
18.5.17,1345.41
19.5.17,111.33
20.5.17,126.03
21.5.17,179.33
22.5.17,201.51
23.5.17,347.03
24.5.17,491.31
25.5.17,492.43
26.5.17,892.80
27.5.17,1311.92
28.5.17,1345.41
29.5.17,1731.98
30.5.17,347.03
31.5.17,393.92
1.6.17,492.43
2.6.17,892.80
3.6.17,1311.92
4.6.17,1345.41
5.6.17,1893.72
6.6.17,102.30
7.6.17,347.03
8.6.17,491.31
9.6.17,492.43
10.6.17,892.80
11.6.17,1311.92
12.6.17,1345.41
13.6.17,102.30
14.6.17,347.03
15.6.17,492.43
16.6.17,892.80
17.6.17,1311.92
18.6.17,1345.41
19.6.17,111.33
20.6.17,126.03
21.6.17,347.03
22.6.17,379.03
23.6.17,492.43
24.6.17,892.80
25.6.17,1311.92
26.6.17,126.03
27.6.17,347.03
28.6.17,393.92
29.6.17,491.31
30.6.17,492.43
1.7.17,575.03
2.7.17,892.80
3.7.17,1311.92
4.7.17,1345.41
5.7.17,111.33
6.7.17,126.03
7.7.17,201.51
8.7.17,347.03
9.7.17,492.43
10.7.17,631.31
11.7.17,892.80
12.7.17,1311.92
13.7.17,1345.41
14.7.17,1731.98
15.7.17,347.03
16.7.17,393.92
17.7.17,492.43
18.7.17,892.80
19.7.17,1311.92
20.7.17,1345.41
21.7.17,1893.72
22.7.17,126.03
23.7.17,347.03
24.7.17,491.31
25.7.17,492.43
26.7.17,892.80
27.7.17,1311.92
28.7.17,1345.41
29.7.17,102.30
30.7.17,347.03
31.7.17,491.31
1.8.17,492.43
2.8.17,892.80
3.8.17,1311.92
4.8.17,1345.41
5.8.17,179.33
6.8.17,201.51
7.8.17,379.03
8.8.17,393.92
9.8.17,491.31
10.8.17,492.43
11.8.17,892.80
12.8.17,948.35
13.8.17,1311.92
14.8.17,1345.41
15.8.17,1373.30
16.8.17,1701.64
17.8.17,151.03
18.8.17,393.92
19.8.17,491.31
20.8.17,492.43
21.8.17,624.03
22.8.17,892.80
23.8.17,1311.92
24.8.17,126.03
25.8.17,179.33
26.8.17,201.51
27.8.17,207.33
28.8.17,347.03
29.8.17,491.31
30.8.17,492.43
31.8.17,575.03
1.9.17,892.80
2.9.17,1311.92
3.9.17,1731.98
4.9.17,347.03
5.9.17,379.03
6.9.17,393.92
7.9.17,492.43
8.9.17,892.80
9.9.17,1311.92
10.9.17,1893.72
11.9.17,203.53
12.9.17,398.27
13.9.17,402.31
14.9.17,421.27
15.9.17,627.31
16.9.17,1111.07
17.9.17,132.53
18.9.17,350.03
19.9.17,367.48
20.9.17,398.27
21.9.17,402.31
22.9.17,425.31
23.9.17,428.80
24.9.17,463.27
25.9.17,530.10
26.9.17,562.48
27.9.17,951.21
28.9.17,1021.21
29.9.17,1044.21
30.9.17,1115.27
1.10.17,111.53
2.10.17,367.48
3.10.17,398.27
4.10.17,402.31
5.10.17,405.80
6.10.17,425.31
7.10.17,463.27
8.10.17,530.10
9.10.17,102.53
10.10.17,398.32
11.10.17,428.80
12.10.17,350.03
13.10.17,405.80
14.10.17,682.03
15.10.17,425.31
16.10.17,951.30
17.10.17,425.31
18.10.17,1111.14
19.10.17,350.03
20.10.17,61.53
21.10.17,402.31
22.10.17,1111.16
23.10.17,350.03
24.10.17,463.32
25.10.17,175.72
26.10.17,398.32
27.10.17,383.35
28.10.17,425.31
29.10.17,398.32
30.10.17,578.03
31.10.17,102.03
1.11.17,142.92
2.11.17,149.22
3.11.17,171.92
4.11.17,379.03
5.11.17,492.44
6.11.17,631.31
7.11.17,1311.92
8.11.17,1345.41
9.11.17,892.80
10.11.17,971.06
11.11.17,454.38
12.11.17,754.94
13.11.17,195.90
14.11.17,224.45
15.11.17,347.03
16.11.17,454.55
17.11.17,520.27
18.11.17,679.03
19.11.17,892.80
20.11.17,1311.92
21.11.17,141.90
22.11.17,173.22
23.11.17,215.90
24.11.17,347.03
25.11.17,491.31
26.11.17,492.44
27.11.17,892.80
28.11.17,1311.92
29.11.17,148.92
30.11.17,197.22
1.12.17,201.51
2.12.17,215.90
3.12.17,273.14
4.12.17,331.22
5.12.17,492.44
6.12.17,575.03
7.12.17,631.31
8.12.17,892.80
9.12.17,923.58
10.12.17,1004.14
11.12.17,1036.58
12.12.17,1311.92
13.12.17,393.92
14.12.17,492.44
15.12.17,575.03
16.12.17,679.03
17.12.17,892.80
18.12.17,1311.92
19.12.17,2094.10
