tbl,Year,quarter,$mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,$caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,"2,001",3,226.52,"30,194","30,693","Dallas/Fort Worth, TX","Nashville, TN","19,805",AA,"21,290",0.6100,246.53,125,0.1800,575,0.0500,0.2200,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Nashville, TN(36.166687, -86.779932)",20013301943069319805AA
Table 5,"1,999",2,244.11,"30,977","35,096","Chicago, IL","Syracuse, NY","19,805",AA,"8,020",0.3700,226.68,125,0.2000,550,0.0800,0.2200,"Chicago, IL(41.775002, -87.696388)","Syracuse, NY(43.047945, -76.147448)",19992309773509619805AA
Table 5,"2,006",4,88.53,"33,198","33,851","Kansas City, MO","Oklahoma City, OK","19,393",WN,"21,060",0.9800,87.13,75,0.4000,125,0.3700,0.00237416904083571,"Kansas City, MO(39.099792, -94.578559)","Oklahoma City, OK(35.468494, -97.521264)",20064331983385119393WN
Table 5,"2,015",1,306.33,"30,647","31,650","Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN","19,790",DL,"6,520",0.2900,337.57,200,0.0500,575,0.0600,0.0400,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20151306473165019790DL
Table 5,"2,006",1,237.53,"30,977","33,105","Chicago, IL","Cincinnati, OH","19,805",AA,"11,540",0.2400,244.99,175,0.1800,350,0.1200,0.00433275563258232,"Chicago, IL(41.775002, -87.696388)","Cincinnati, OH(39.104427, -84.513808)",20061309773310519805AA
Table 5,"1,996",3,84.00,"30,189","34,653","Colorado Springs, CO","Tulsa, OK","19,805",AA,"2,380",0.1100,88.57,75,0.5200,150,0.1300,0.0200,"Colorado Springs, CO(38.835224, -104.819798)","Tulsa, OK(61.096484, -160.967455)",19963301893465319805AA
Table 5,"1,996",4,95.88,"34,614","30,436","Salt Lake City, UT","Tucson, AZ","19,991",HP,"2,750",0.2000,98.57,75,0.4600,175,0.0600,0.0200,"Salt Lake City, UT(40.758478, -111.888142)","Tucson, AZ(35.167852, -103.726151)",19964346143043619991HP
Table 5,"1,998",1,224.49,"31,871","31,703","Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)","19,790",DL,"3,580",0.1200,236.64,100,0.2900,400,0.1100,0.3600,"Greenville/Spartanburg, SC(44.513288, -88.013256)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",19981318713170319790DL
Table 5,"2,008",2,274.43,"30,721","31,295","Boston, MA (Metropolitan Area)","Detroit, MI","19,386",NW,"77,780",0.7900,289.22,125,0.0500,325,0.0500,0.2100,"Boston, MA (Metropolitan Area)(42.358894, -71.056742)","Detroit, MI(42.332916, -83.047853)",20082307213129519386NW
Table 5,"2,015",2,381.87,"33,105","31,703","Cincinnati, OH","New York City, NY (Metropolitan Area)","19,790",DL,"18,270",0.2600,403.35,200,0.0600,650,0.0500,0.1900,"Cincinnati, OH(39.104427, -84.513808)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20152331053170319790DL
Table 5,"2,005",3,82.77,"30,559","31,884","Seattle, WA","Spokane, WA","19,930",AS,"74,720",0.7600,84.57,75,0.3800,125,0.2300,0.00120449678800857,"Seattle, WA(47.603229, -122.33028)","Spokane, WA(47.658999, -117.425022)",20053305593188419930AS
Table 5,"2,010",2,232.58,"31,057","33,244","Charlotte, NC","Memphis, TN","19,790",DL,"4,490",0.2700,238.74,125,0.0800,275,0.0700,0.1700,"Charlotte, NC(35.222936, -80.840161)","Memphis, TN(35.143378, -90.052136)",20102310573324419790DL
Table 5,"2,001",3,265.10,"33,105","34,100","Cincinnati, OH","Philadelphia, PA","20,355",US,"9,990",0.4000,275.14,75,0.0900,550,0.0900,0.5100,"Cincinnati, OH(39.104427, -84.513808)","Philadelphia, PA(39.951061, -75.16562)",20013331053410020355US
Table 5,"2,015",2,341.01,"31,066","31,703","Columbus, OH","New York City, NY (Metropolitan Area)","19,977",UA,"12,390",0.1300,374.92,100,0.0600,625,0.0500,0.5200,"Columbus, OH(39.962649, -82.996216)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20152310663170319977UA
Table 5,"2,004",2,85.96,"30,279","30,194","Amarillo, TX","Dallas/Fort Worth, TX","19,805",AA,"7,350",0.1700,100.44,75,0.2000,150,0.0700,0.0100,"Amarillo, TX(35.207009, -101.832013)","Dallas/Fort Worth, TX(40.11086, -77.035636)",20042302793019419805AA
Table 5,"2,012",3,112.03,"31,703","35,096","New York City, NY (Metropolitan Area)","Syracuse, NY","20,409",B6,"26,240",0.8100,106.58,75,0.4300,225,0.0700,0.0200,"New York City, NY (Metropolitan Area)(40.123164, -75.333718)","Syracuse, NY(43.047945, -76.147448)",20123317033509620409B6
Table 5,"2,014",3,283.72,"31,986","31,703","Grand Rapids, MI","New York City, NY (Metropolitan Area)","19,790",DL,"7,030",0.2300,266.64,150,0.1500,250,0.0500,0.1500,"Grand Rapids, MI(47.925705, -97.036068)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20143319863170319790DL
Table 5,"1,999",3,255.34,"31,057","30,647","Charlotte, NC","Cleveland, OH (Metropolitan Area)","19,704",CO,"3,970",0.2000,270.19,125,0.1100,400,0.3700,0.3800,"Charlotte, NC(35.222936, -80.840161)","Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)",19993310573064719704CO
Table 5,"1,998",1,312.83,"30,647","31,650","Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN","19,386",NW,"16,340",0.6800,330.12,125,0.1000,450,0.4700,0.5700,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",19981306473165019386NW
Table 5,"2,015",3,281.47,"30,397","31,986","Atlanta, GA (Metropolitan Area)","Grand Rapids, MI","19,790",DL,"9,140",0.4100,288.05,100,0.0500,450,0.0600,0.3600,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Grand Rapids, MI(47.925705, -97.036068)",20153303973198619790DL
Table 5,"1,999",1,254.03,"31,057","31,123","Charlotte, NC","St. Louis, MO","20,211",TW,"6,990",0.4600,252.26,75,0.0800,425,0.1000,0.4700,"Charlotte, NC(35.222936, -80.840161)","St. Louis, MO(38.630276, -90.200309)",19991310573112320211TW
Table 5,"1,998",2,71.79,"34,057","34,570","Portland, OR","Reno, NV","19,930",AS,"4,360",0.1400,71.51,75,0.7400,125,0.1300,0.00229357798165138,"Portland, OR(45.516018, -122.681425)","Reno, NV(30.177159, -95.162771)",19982340573457019930AS
Table 5,"1,998",2,244.34,"30,529","34,100","Hartford, CT","Philadelphia, PA","20,355",US,"27,930",0.9800,245.26,100,0.0500,300,0.5000,0.0200,"Hartford, CT(41.765775, -72.673356)","Philadelphia, PA(39.951061, -75.16562)",19982305293410020355US
Table 5,"1,998",1,68.91,"32,211","34,614","Las Vegas, NV","Salt Lake City, UT","19,393",WN,"62,510",0.6700,64.11,75,0.6200,100,0.3700,0.0000,"Las Vegas, NV(36.169202, -115.140597)","Salt Lake City, UT(40.758478, -111.888142)",19981322113461419393WN
Table 5,"2,004",4,79.71,"34,100","34,492","Philadelphia, PA","Raleigh/Durham, NC","19,393",WN,"21,480",0.2900,60.79,75,0.9200,100,0.0700,0.000465549348230912,"Philadelphia, PA(39.951061, -75.16562)","Raleigh/Durham, NC(42.673348, -72.179683)",20044341003449219393WN
Table 5,"2,013",3,268.43,"31,703","30,198","New York City, NY (Metropolitan Area)","Pittsburgh, PA","19,977",UA,"11,650",0.1100,308.10,100,0.0500,600,0.0500,0.4700,"New York City, NY (Metropolitan Area)(40.123164, -75.333718)","Pittsburgh, PA(40.442169, -79.994945)",20133317033019819977UA
Table 5,"2,015",4,310.05,"30,977","33,105","Chicago, IL","Cincinnati, OH","19,790",DL,"4,540",0.1400,308.89,200,0.1000,400,0.0700,0.00440528634361234,"Chicago, IL(41.775002, -87.696388)","Cincinnati, OH(39.104427, -84.513808)",20154309773310519790DL
Table 5,"1,996",4,76.99,"31,140","31,453","Corpus Christi, TX","Houston, TX","19,393",WN,"26,310",0.7000,74.77,75,0.1900,100,0.8000,0.0000,"Corpus Christi, TX(27.796416, -97.404131)","Houston, TX(29.760803, -95.369506)",19964311403145319393WN
Table 5,"2,015",3,384.16,"31,703","34,524","New York City, NY (Metropolitan Area)","Richmond, VA","19,805",AA,"5,660",0.1600,375.35,200,0.0900,550,0.0800,0.0600,"New York City, NY (Metropolitan Area)(40.123164, -75.333718)","Richmond, VA(37.540759, -77.433932)",20153317033452419805AA
Table 5,"2,010",1,228.36,"34,685","30,852","Savannah, GA","Washington, DC (Metropolitan Area)","20,355",US,"5,730",0.3600,222.51,125,0.0700,275,0.0800,0.0600,"Savannah, GA(40.115007, -111.654713)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20101346853085220355US
Table 5,"2,007",1,270.58,"32,337","31,650","Indianapolis, IN","Minneapolis/St. Paul, MN","19,386",NW,"20,470",0.7000,309.76,125,0.0900,550,0.1700,0.3900,"Indianapolis, IN(39.76845, -86.156212)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20071323373165019386NW
Table 5,"2,012",2,119.83,"30,325","33,316","Denver, CO","Omaha, NE","20,436",F9,"25,350",0.3800,105.86,75,0.2300,175,0.1200,0.0100,"Denver, CO(39.738453, -104.984853)","Omaha, NE(46.07035, -93.666319)",20122303253331620436F9
Table 5,"2,002",4,244.81,"30,397","31,057","Atlanta, GA (Metropolitan Area)","Charlotte, NC","19,790",DL,"17,430",0.6800,249.38,100,0.0500,400,0.0700,0.2800,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Charlotte, NC(35.222936, -80.840161)",20024303973105719790DL
Table 5,"1,996",3,80.13,"32,600","31,123","Little Rock, AR","St. Louis, MO","19,393",WN,"11,020",0.6000,71.59,75,0.4800,100,0.5100,0.0000,"Little Rock, AR(34.748745, -92.275105)","St. Louis, MO(38.630276, -90.200309)",19963326003112319393WN
Table 5,"1,996",1,103.11,"30,397","34,492","Atlanta, GA (Metropolitan Area)","Raleigh/Durham, NC","20,060",WV,"11,430",0.1400,81.34,75,0.5000,150,0.0900,0.0000,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Raleigh/Durham, NC(42.673348, -72.179683)",19961303973449220060WV
Table 5,"2,006",4,287.58,"33,244","31,650","Memphis, TN","Minneapolis/St. Paul, MN","19,386",NW,"15,890",0.8200,312.25,150,0.1000,375,0.0500,0.1900,"Memphis, TN(35.143378, -90.052136)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20064332443165019386NW
Table 5,"1,997",4,74.35,"30,647","30,693","Cleveland, OH (Metropolitan Area)","Nashville, TN","19,393",WN,"28,700",0.6900,66.36,75,0.6000,100,0.3900,0.0000,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Nashville, TN(36.166687, -86.779932)",19974306473069319393WN
Table 5,"1,996",2,85.98,"30,140","30,194","Albuquerque, NM","Dallas/Fort Worth, TX","19,393",WN,"76,780",0.7200,80.20,75,0.6500,100,0.3400,0.0000,"Albuquerque, NM(35.084248, -106.649241)","Dallas/Fort Worth, TX(40.11086, -77.035636)",19962301403019419393WN
Table 5,"2,006",4,97.39,"30,647","30,693","Cleveland, OH (Metropolitan Area)","Nashville, TN","19,704",CO,"9,270",0.2100,98.96,75,0.0900,150,0.1100,0.0100,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Nashville, TN(36.166687, -86.779932)",20064306473069319704CO
Table 5,"1,996",2,91.20,"30,423","30,615","Austin, TX","El Paso, TX","19,393",WN,"34,280",0.9600,90.39,100,0.6300,125,0.3600,0.0000,"Austin, TX(30.264979, -97.746598)","El Paso, TX(31.76006, -106.492257)",19962304233061519393WN
Table 5,"2,001",1,266.35,"31,295","34,100","Detroit, MI","Philadelphia, PA","19,386",NW,"24,140",0.4700,288.13,125,0.2200,500,0.0900,0.3000,"Detroit, MI(42.332916, -83.047853)","Philadelphia, PA(39.951061, -75.16562)",20011312953410019386NW
Table 5,"2,008",2,92.14,"30,140","30,325","Albuquerque, NM","Denver, CO","19,393",WN,"28,650",0.4300,82.07,75,0.6200,150,0.1600,0.000698080279232112,"Albuquerque, NM(35.084248, -106.649241)","Denver, CO(39.738453, -104.984853)",20082301403032519393WN
Table 5,"1,996",4,77.10,"31,453","33,256","Houston, TX","Mission/McAllen/Edinburg, TX","19,704",CO,"22,550",0.9200,76.81,75,0.5600,100,0.3600,0.00443458980044346,"Houston, TX(29.760803, -95.369506)","Mission/McAllen/Edinburg, TX(43.153621, -93.201042)",19964314533325619704CO
Table 5,"2,006",1,276.74,"31,703","30,198","New York City, NY (Metropolitan Area)","Pittsburgh, PA","20,355",US,"52,890",0.6300,280.50,125,0.1300,475,0.1200,0.3200,"New York City, NY (Metropolitan Area)(40.123164, -75.333718)","Pittsburgh, PA(40.442169, -79.994945)",20061317033019820355US
Table 5,"2,010",1,288.77,"33,105","31,650","Cincinnati, OH","Minneapolis/St. Paul, MN","19,790",DL,"13,410",0.8800,296.05,175,0.1300,500,0.0600,0.0400,"Cincinnati, OH(39.104427, -84.513808)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20101331053165019790DL
Table 5,"2,009",2,231.27,"35,412","31,703","Knoxville, TN","New York City, NY (Metropolitan Area)","19,790",DL,"4,710",0.2800,242.57,125,0.0500,250,0.1200,0.1500,"Knoxville, TN(35.962631, -83.916677)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20092354123170319790DL
Table 5,"1,999",1,75.60,"30,194","32,600","Dallas/Fort Worth, TX","Little Rock, AR","19,393",WN,"48,670",0.6800,74.78,75,0.4200,100,0.5600,0.000205465379083624,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Little Rock, AR(34.748745, -92.275105)",19991301943260019393WN
Table 5,"2,012",3,267.53,"31,295","30,529","Detroit, MI","Hartford, CT","19,790",DL,"15,630",0.6800,295.35,200,0.1500,450,0.0500,0.0500,"Detroit, MI(42.332916, -83.047853)","Hartford, CT(41.765775, -72.673356)",20123312953052919790DL
Table 5,"1,998",2,229.75,"30,194","33,244","Dallas/Fort Worth, TX","Memphis, TN","19,386",NW,"5,990",0.1900,206.50,75,0.1400,400,0.2300,0.3500,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Memphis, TN(35.143378, -90.052136)",19982301943324419386NW
Table 5,"2,005",3,84.85,"33,198","30,693","Kansas City, MO","Nashville, TN","19,393",WN,"37,610",0.9000,82.39,75,0.4900,125,0.2700,0.0013294336612603,"Kansas City, MO(39.099792, -94.578559)","Nashville, TN(36.166687, -86.779932)",20053331983069319393WN
Table 5,"2,008",2,313.37,"30,977","33,105","Chicago, IL","Cincinnati, OH","19,977",UA,"12,300",0.3100,335.84,100,0.0700,450,0.0500,0.4900,"Chicago, IL(41.775002, -87.696388)","Cincinnati, OH(39.104427, -84.513808)",20082309773310519977UA
Table 5,"2,006",1,298.82,"31,057","34,100","Charlotte, NC","Philadelphia, PA","20,355",US,"30,730",0.8300,315.08,150,0.2200,625,0.0500,0.3000,"Charlotte, NC(35.222936, -80.840161)","Philadelphia, PA(39.951061, -75.16562)",20061310573410020355US
Table 5,"2,004",1,87.34,"30,615","30,466","El Paso, TX","Phoenix, AZ","19,393",WN,"24,260",0.8100,85.87,75,0.2300,125,0.3600,0.000824402308326463,"El Paso, TX(31.76006, -106.492257)","Phoenix, AZ(30.406931, -87.217578)",20041306153046619393WN
Table 5,"1,996",2,83.82,"30,615","32,211","El Paso, TX","Las Vegas, NV","19,991",HP,"5,570",0.1500,102.58,75,0.1200,150,0.2200,0.00718132854578097,"El Paso, TX(31.76006, -106.492257)","Las Vegas, NV(36.169202, -115.140597)",19962306153221119991HP
Table 5,"2,001",3,235.10,"30,194","33,044","Dallas/Fort Worth, TX","Louisville, KY","19,805",AA,"9,050",0.5000,237.95,100,0.0600,550,0.0500,0.2900,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Louisville, KY(38.256078, -85.751569)",20013301943304419805AA
Table 5,"2,015",4,89.95,"35,412","34,761","Knoxville, TN","Sanford, FL","20,368",G4,"8,140",0.4900,88.06,75,0.4900,150,0.0500,0.0000,"Knoxville, TN(35.962631, -83.916677)","Sanford, FL(37.78008, -122.420168)",20154354123476120368G4
Table 5,"2,010",4,253.56,"30,977","35,096","Chicago, IL","Syracuse, NY","19,977",UA,"7,010",0.4500,285.64,150,0.0500,550,0.0800,0.1600,"Chicago, IL(41.775002, -87.696388)","Syracuse, NY(43.047945, -76.147448)",20104309773509619977UA
Table 5,"1,997",1,290.50,"31,057","31,123","Charlotte, NC","St. Louis, MO","20,211",TW,"5,880",0.4200,299.42,125,0.1400,450,0.0600,0.3800,"Charlotte, NC(35.222936, -80.840161)","St. Louis, MO(38.630276, -90.200309)",19971310573112320211TW
Table 5,"1,997",3,66.40,"33,192","33,570","Sacramento, CA","San Diego, CA","19,393",WN,"98,220",0.9700,65.66,75,0.5300,100,0.4600,0.0000,"Sacramento, CA(38.582087, -121.50012)","San Diego, CA(32.71576, -117.163817)",19973331923357019393WN
Table 5,"2,003",2,263.82,"31,057","31,295","Charlotte, NC","Detroit, MI","20,355",US,"7,560",0.3300,273.27,100,0.1000,525,0.0500,0.3900,"Charlotte, NC(35.222936, -80.840161)","Detroit, MI(42.332916, -83.047853)",20032310573129520355US
Table 5,"1,997",1,231.00,"30,977","35,096","Chicago, IL","Syracuse, NY","19,805",AA,"5,660",0.3800,207.54,75,0.1500,500,0.0900,0.3300,"Chicago, IL(41.775002, -87.696388)","Syracuse, NY(43.047945, -76.147448)",19971309773509619805AA
Table 5,"2,011",1,263.83,"33,044","31,703","Louisville, KY","New York City, NY (Metropolitan Area)","20,355",US,"4,270",0.1900,279.08,150,0.0700,300,0.0500,0.1300,"Louisville, KY(38.256078, -85.751569)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20111330443170320355US
Table 5,"2,010",3,254.40,"30,194","33,244","Dallas/Fort Worth, TX","Memphis, TN","19,790",DL,"5,990",0.2700,265.89,125,0.0600,225,0.0500,0.2500,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Memphis, TN(35.143378, -90.052136)",20103301943324419790DL
Table 5,"2,009",1,96.12,"30,713","30,559","Boise, ID","Seattle, WA","19,393",WN,"23,720",0.3900,88.98,75,0.4400,150,0.1800,0.000843170320404722,"Boise, ID(43.597772, -83.884521)","Seattle, WA(47.603229, -122.33028)",20091307133055919393WN
Table 5,"2,000",2,232.47,"30,693","34,100","Nashville, TN","Philadelphia, PA","20,355",US,"23,430",0.8000,240.55,75,0.0600,475,0.1200,0.4000,"Nashville, TN(36.166687, -86.779932)","Philadelphia, PA(39.951061, -75.16562)",20002306933410020355US
Table 5,"2,014",4,266.94,"34,100","30,198","Philadelphia, PA","Pittsburgh, PA","20,355",US,"36,810",0.9600,268.53,150,0.0900,400,0.0600,0.0200,"Philadelphia, PA(39.951061, -75.16562)","Pittsburgh, PA(40.442169, -79.994945)",20144341003019820355US
Table 5,"1,996",1,92.87,"32,600","33,214","Little Rock, AR","San Antonio, TX","19,805",AA,"1,320",0.1200,118.42,75,0.2300,150,0.3700,0.0500,"Little Rock, AR(34.748745, -92.275105)","San Antonio, TX(29.425173, -98.494599)",19961326003321419805AA
Table 5,"2,005",2,254.84,"30,647","34,100","Cleveland, OH (Metropolitan Area)","Philadelphia, PA","20,355",US,"13,570",0.4800,260.16,75,0.0500,425,0.2100,0.5300,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Philadelphia, PA(39.951061, -75.16562)",20052306473410020355US
Table 5,"1,996",3,89.92,"31,453","33,158","Houston, TX","Midland/Odessa, TX","19,393",WN,"35,240",0.7100,86.62,75,0.4600,125,0.5300,0.0000,"Houston, TX(29.760803, -95.369506)","Midland/Odessa, TX(31.997433, -102.078043)",19963314533315819393WN
Table 5,"1,996",1,99.14,"30,194","32,206","Dallas/Fort Worth, TX","Harlingen/San Benito, TX","19,393",WN,"26,500",0.7800,93.02,75,0.6100,150,0.1800,0.0000,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Harlingen/San Benito, TX(40.8078, -73.945801)",19961301943220619393WN
Table 5,"1,996",3,77.42,"30,466","34,614","Phoenix, AZ","Salt Lake City, UT","19,393",WN,"58,290",0.5700,71.38,75,0.6900,125,0.1500,0.0000,"Phoenix, AZ(30.406931, -87.217578)","Salt Lake City, UT(40.758478, -111.888142)",19963304663461419393WN
Table 5,"2,010",1,229.36,"31,295","31,703","Detroit, MI","New York City, NY (Metropolitan Area)","19,790",DL,"61,940",0.4000,263.90,100,0.0800,475,0.0500,0.3200,"Detroit, MI(42.332916, -83.047853)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20101312953170319790DL
Table 5,"1,996",1,114.16,"30,977","32,600","Chicago, IL","Little Rock, AR","19,393",WN,"12,070",0.4900,102.23,100,0.7100,150,0.2800,0.0000,"Chicago, IL(41.775002, -87.696388)","Little Rock, AR(34.748745, -92.275105)",19961309773260019393WN
Table 5,"2,001",1,264.15,"31,057","33,244","Charlotte, NC","Memphis, TN","20,355",US,"9,910",0.6500,273.79,75,0.1100,500,0.1400,0.5100,"Charlotte, NC(35.222936, -80.840161)","Memphis, TN(35.143378, -90.052136)",20011310573324420355US
Table 5,"2,005",2,95.42,"31,638","32,211","Fresno, CA","Las Vegas, NV","20,368",G4,"13,130",0.7800,89.77,75,0.3800,150,0.0900,0.0000,"Fresno, CA(36.731654, -119.785856)","Las Vegas, NV(36.169202, -115.140597)",20052316383221120368G4
Table 5,"2,015",2,281.90,"31,650","30,198","Minneapolis/St. Paul, MN","Pittsburgh, PA","19,790",DL,"8,240",0.2900,321.11,125,0.1000,525,0.0500,0.3300,"Minneapolis/St. Paul, MN(44.977479, -93.264346)","Pittsburgh, PA(40.442169, -79.994945)",20152316503019819790DL
Table 5,"2,014",2,280.76,"31,650","30,693","Minneapolis/St. Paul, MN","Nashville, TN","19,790",DL,"17,810",0.5800,317.87,200,0.1200,450,0.0500,0.0300,"Minneapolis/St. Paul, MN(44.977479, -93.264346)","Nashville, TN(36.166687, -86.779932)",20142316503069319790DL
Table 5,"1,998",3,79.58,"33,198","31,123","Kansas City, MO","St. Louis, MO","20,211",TW,"26,810",0.4900,89.52,75,0.5600,150,0.0500,0.0100,"Kansas City, MO(39.099792, -94.578559)","St. Louis, MO(38.630276, -90.200309)",19983331983112320211TW
Table 5,"1,996",1,90.87,"31,453","32,600","Houston, TX","Little Rock, AR","19,393",WN,"18,000",0.6800,85.30,75,0.6400,125,0.3500,0.0000,"Houston, TX(29.760803, -95.369506)","Little Rock, AR(34.748745, -92.275105)",19961314533260019393WN
Table 5,"1,998",2,248.33,"31,986","31,703","Grand Rapids, MI","New York City, NY (Metropolitan Area)","20,355",US,"2,820",0.1300,276.68,125,0.1800,450,0.1200,0.3500,"Grand Rapids, MI(47.925705, -97.036068)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",19982319863170320355US
